股票代號,股利發放年度,股利盈餘所屬期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費天數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費天數,現金股利(盈餘),現金股利(公積),總現金股利,股票股利(盈餘),股票股利(公積),總股票股利,總股利合計
0050,2025,2025上半年,,'25/01/17,195,'25/01/20,2,'25/02/20  即將發放,,,,,2.7,0,2.7,0,0,0,2.7
0050,2024,2024下半年,,'24/07/16,196,'24/07/16,1,'24/08/09,,,,,1,0,1,0,0,0,1
0050,2024,2024上半年,,'24/01/17,129,'24/01/19,3,'24/02/21,,,,,3,0,3,0,0,0,3
0050,2023,2023下半年,,'23/07/18,130,'23/11/21,87,'23/08/11,,,,,1.9,0,1.9,0,0,0,1.9
0050,2023,2023上半年,,'23/01/30,116,'23/01/30,1,'23/03/07,,,,,2.6,0,2.6,0,0,0,2.6
0050,2022,2022下半年,,'22/07/18,114,'22/07/20,3,'22/08/19,,,,,1.8,0,1.8,0,0,0,1.8
0050,2022,2022上半年,,'22/01/21,146,'24/03/07,511,'22/03/04,,,,,3.2,0,3.2,0,0,0,3.2
0050,2021,2021下半年,,'21/07/21,137,'21/07/21,1,'21/08/24,,,,,0.35,0,0.35,0,0,0,0.35
0050,2021,2021上半年,,'21/01/22,140,'21/09/06,150,'21/03/09,,,,,3.05,0,3.05,0,0,0,3.05
0050,2020,2020下半年,,'20/07/21,96.4,'20/07/21,1,'20/08/24,,,,,0.7,0,0.7,0,0,0,0.7
0050,2020,2020上半年,,'20/01/31,89.2,'20/02/06,5,'20/03/06,,,,,2.9,0,2.9,0,0,0,2.9
0050,2019,2019下半年,,'19/07/19,82,'19/07/19,1,'19/08/22,,,,,0.7,0,0.7,0,0,0,0.7
0050,2019,2019上半年,,'19/01/22,74.2,'19/02/20,15,'19/03/08,,,,,2.3,0,2.3,0,0,0,2.3
0050,2018,2018下半年,,'18/07/23,84,'18/07/23,1,'18/08/27,,,,,0.7,0,0.7,0,0,0,0.7
0050,2018,2018上半年,,'18/01/29,85.3,'18/08/30,143,'18/03/13,,,,,2.2,0,2.2,0,0,0,2.2
0050,2017,2017下半年,,'17/07/31,81.4,'17/08/01,2,'17/08/31,,,,,0.7,0,0.7,0,0,0,0.7
0050,2017,2017上半年,,'17/02/08,71.6,'17/02/14,5,'17/03/14,,,,,1.7,0,1.7,0,0,0,1.7
0050,2016,2016下半年,,'16/07/28,68.8,'16/08/05,7,'16/08/30,,,,,0.85,0,0.85,0,0,0,0.85
0050,2015,2015全年,,'15/10/26,63.9,'16/07/01,168,'15/11/26,,,,,2,0,2,0,0,0,2
0050,2014,2014全年,,'14/10/24,63.5,'14/10/31,6,'14/11/27,,,,,1.55,0,1.55,0,0,0,1.55
0050,2013,2013全年,,'13/10/24,57.4,'13/12/30,48,'13/11/27,,,,,1.35,0,1.35,0,0,0,1.35
0050,2012,2012全年,,'12/10/24,51,'12/11/29,27,'12/11/27,,,,,1.85,0,1.85,0,0,0,1.85
0050,2011,2011全年,,'11/10/26,51.6,'12/02/04,67,'11/11/29,,,,,1.95,0,1.95,0,0,0,1.95
0050,2010,2010全年,,'10/10/25,54.9,'10/11/03,8,'10/11/26,,,,,2.2,0,2.2,0,0,0,2.2
0050,2009,2009全年,,'09/10/23,52.7,'09/10/26,2,'09/11/26,,,,,1,0,1,0,0,0,1
0050,2008,2008全年,,'08/10/24,33.5,'08/10/31,6,'08/12/03,,,,,2,0,2,0,0,0,2
0050,2007,2007全年,,'07/10/24,68.1,'07/10/29,4,'07/12/03,,,,,2.5,0,2.5,0,0,0,2.5
0050,2006,2006全年,,'06/10/26,53.4,'06/12/06,30,'06/12/01,,,,,4,0,4,0,0,0,4
0050,2005,2005全年,,'05/05/19,44.8,'05/06/13,18,'05/06/13,,,,,1.85,0,1.85,0,0,0,1.85
0050,2004,2004全年,,,,,,,,,,,0,0,0,0,0,0,0
0051,2024,2024全年,,'24/11/18,77.8,,,'24/12/12,,,,,2.46,0,2.46,0,0,0,2.46
0051,2023,2023全年,,'23/11/16,68.6,'23/12/08,17.0,'23/12/12,,,,,2.5,0,2.5,0,0,0,2.5
0051,2022,2022全年,,'22/11/16,52.0,'23/02/02,48.0,'22/12/15,,,,,2.4,0,2.4,0,0,0,2.4
0051,2021,2021全年,,'21/11/19,60.2,'23/05/29,367.0,'21/12/20,,,,,1.75,0,1.75,0,0,0,1.75
0051,2020,2020全年,,'20/11/20,40.3,'20/11/27,6.0,'20/12/21,,,,,1.1,0,1.1,0,0,0,1.1
0051,2019,2019全年,,'19/11/22,34.2,'19/12/27,26.0,'19/12/23,,,,,1.2,0,1.2,0,0,0,1.2
0051,2018,2018全年,,'18/11/22,28.6,'18/11/29,6.0,'18/12/25,,,,,1.0,0,1.0,0,0,0,1.0
0051,2017,2017全年,,'17/11/23,31.6,'18/01/05,31.0,'17/12/27,,,,,0.85,0,0.85,0,0,0,0.85
0051,2016,2016全年,,'16/11/23,25.3,'16/12/19,19.0,'16/12/27,,,,,0.7,0,0.7,0,0,0,0.7
0051,2015,2015全年,,'15/11/24,24.8,'15/11/27,4.0,'15/12/28,,,,,0.85,0,0.85,0,0,0,0.85
0051,2014,2014全年,,'14/11/25,28.8,'14/12/04,8.0,'14/12/29,,,,,0.75,0,0.75,0,0,0,0.75
0051,2013,2013全年,,'13/11/25,28.3,'13/11/28,4.0,'13/12/27,,,,,0.8,0,0.8,0,0,0,0.8
0051,2012,2012全年,,'12/11/22,23.6,'12/11/26,3.0,'12/12/25,,,,,0.75,0,0.75,0,0,0,0.75
0051,2011,2011全年,,'11/11/23,23.8,'12/01/18,41.0,'11/12/27,,,,,0.9,0,0.9,0,0,0,0.9
0051,2010,2010全年,,'10/11/23,30.0,'10/12/01,7.0,'10/12/27,,,,,0.9,0,0.9,0,0,0,0.9
0051,2009,2009全年,,'09/11/24,26.9,'09/12/31,28.0,'09/12/28,,,,,1.7,0,1.7,0,0,0,1.7
0051,2008,2008全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0051,2007,2007全年,,'07/11/23,34.6,'07/11/23,1.0,'07/12/28,,,,,0.77,0,0.77,0,0,0,0.77
0052,2024,2024全年,,'24/04/18,154.0,'24/05/15,19.0,'24/05/15,,,,,6.43,0,6.43,0,0,0,6.43
0052,2023,2023全年,,'23/04/21,102.0,'23/05/25,24.0,'23/05/18,,,,,4.0,0,4.0,0,0,0,4.0
0052,2022,2022全年,,'22/04/20,110.0,'23/07/13,301.0,'22/05/24,,,,,10.19,0,10.19,0,0,0,10.19
0052,2021,2021全年,,'21/04/20,127.0,'21/04/26,5.0,'21/05/24,,,,,1.03,0,1.03,0,0,0,1.03
0052,2020,2020全年,,'20/04/22,63.0,'20/04/22,1.0,'20/05/29,,,,,1.93,0,1.93,0,0,0,1.93
0052,2019,2019全年,,'19/05/02,55.4,'19/07/16,53.0,'19/06/05,,,,,1.05,0,1.05,0,0,0,1.05
0052,2018,2018全年,,'18/05/03,51.8,'18/07/20,56.0,'18/06/06,,,,,1.72,0,1.72,0,0,0,1.72
0052,2017,2017全年,,'17/05/03,44.8,'17/05/23,15.0,'17/06/08,,,,,1.41,0,1.41,0,0,0,1.41
0052,2016,2016全年,,'16/05/04,35.4,'16/06/01,21.0,'16/06/06,,,,,2.44,0,2.44,0,0,0,2.44
0052,2015,2014全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0052,2014,2014全年,,'14/05/06,36.7,'14/05/26,15.0,'14/06/05,,,,,2.46,0,2.46,0,0,0,2.46
0052,2013,2012全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0052,2012,2012全年,,'12/05/07,31.5,'13/02/20,198.0,'12/06/05,,,,,2.37,0,2.37,0,0,0,2.37
0052,2011,2010全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0052,2010,2010全年,,'10/05/03,33.7,'10/11/29,149.0,'10/06/03,,,,,1.4,0,1.4,0,0,0,1.4
0052,2009,2009全年,,'09/04/28,28.1,'09/05/05,5.0,'09/06/05,,,,,1.46,0,1.46,0,0,0,1.46
0052,2008,2008全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0052,2007,2007全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0053,2024,2024全年,,'24/11/18,101.0,'24/12/04,13.0,'24/12/12,,,,,2.0,0,2.0,0,0,0,2.0
0053,2023,2023全年,,'23/11/16,68.0,'23/12/14,21.0,'23/12/12,,,,,1.9,0,1.9,0,0,0,1.9
0053,2022,2022全年,,'22/11/16,54.9,'22/12/01,12.0,'22/12/15,,,,,1.71,0,1.71,0,0,0,1.71
0053,2021,2021全年,,'21/11/19,68.2,'21/12/28,28.0,'21/12/20,,,,,1.7,0,1.7,0,0,0,1.7
0053,2020,2020全年,,'20/11/20,52.8,'20/11/23,2.0,'20/12/21,,,,,1.3,0,1.3,0,0,0,1.3
0053,2019,2019全年,,'19/11/22,39.8,'19/12/12,15.0,'19/12/23,,,,,1.5,0,1.5,0,0,0,1.5
0053,2018,2018全年,,'18/11/22,30.4,'18/11/29,6.0,'18/12/25,,,,,1.1,0,1.1,0,0,0,1.1
0053,2017,2017全年,,'17/11/23,37.4,'19/10/08,458.0,'17/12/27,,,,,1.15,0,1.15,0,0,0,1.15
0053,2016,2016全年,,'16/11/23,29.5,'17/02/02,45.0,'16/12/27,,,,,1.0,0,1.0,0,0,0,1.0
0053,2015,2015全年,,'15/11/24,26.4,'16/03/03,65.0,'15/12/28,,,,,0.9,0,0.9,0,0,0,0.9
0053,2014,2014全年,,'14/11/25,28.4,'15/01/22,42.0,'14/12/29,,,,,0.9,0,0.9,0,0,0,0.9
0053,2013,2013全年,,'13/11/25,22.8,'13/11/25,1.0,'13/12/27,,,,,0.75,0,0.75,0,0,0,0.75
0053,2012,2012全年,,'12/11/22,21.2,'12/11/23,2.0,'12/12/25,,,,,0.55,0,0.55,0,0,0,0.55
0053,2011,2011全年,,'11/11/23,20.7,'12/01/30,42.0,'11/12/27,,,,,1.0,0,1.0,0,0,0,1.0
0053,2010,2010全年,,'10/11/23,26.1,'10/12/09,13.0,'10/12/27,,,,,1.0,0,1.0,0,0,0,1.0
0053,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0053,2008,2008全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0054,2022,2022全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0054,2021,2021全年,,'21/11/19,31.3,,,'21/12/20,,,,,0.7,0,0.7,0,0,0,0.7
0054,2020,2020全年,,'20/11/20,26.0,,,'20/12/21,,,,,0.75,0,0.75,0,0,0,0.75
0054,2019,2019全年,,'19/11/22,23.8,,,'19/12/23,,,,,0.75,0,0.75,0,0,0,0.75
0054,2018,2018全年,,'18/11/22,19.8,,,'18/12/25,,,,,0.75,0,0.75,0,0,0,0.75
0054,2017,2017全年,,'17/11/23,24.2,,,'17/12/27,,,,,0.75,0,0.75,0,0,0,0.75
0054,2016,2016全年,,'16/11/23,21.0,,,'16/12/27,,,,,0.7,0,0.7,0,0,0,0.7
0054,2015,2015全年,,'15/11/24,21.0,,,'15/12/28,,,,,0.7,0,0.7,0,0,0,0.7
0054,2014,2014全年,,'14/11/25,22.4,,,'14/12/29,,,,,0.6,0,0.6,0,0,0,0.6
0054,2013,2013全年,,'13/11/25,20.3,,,'13/12/27,,,,,0.5,0,0.5,0,0,0,0.5
0054,2012,2012全年,,'12/11/22,18.1,,,'12/12/25,,,,,0.65,0,0.65,0,0,0,0.65
0054,2011,2011全年,,'11/11/23,17.9,,,'11/12/27,,,,,1.0,0,1.0,0,0,0,1.0
0054,2010,2010全年,,'10/11/23,22.3,,,'10/12/27,,,,,0.7,0,0.7,0,0,0,0.7
0054,2009,2008全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0054,2008,2007全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0054,2007,2007全年,,'07/11/23,24.0,,,'07/12/28,,,,,0.35,0,0.35,0,0,0,0.35
0055,2024,2024全年,,'24/11/18,27.9,,,'24/12/12,,,,,1.18,0,1.18,0,0,0,1.18
0055,2023,2023全年,,'23/11/16,23.3,'23/11/21,4.0,'23/12/12,,,,,0.6,0,0.6,0,0,0,0.6
0055,2022,2022全年,,'22/11/16,21.5,'22/12/01,12.0,'22/12/20,,,,,0.87,0,0.87,0,0,0,0.87
0055,2021,2021全年,,'21/11/19,24.5,'22/01/11,37.0,'21/12/20,,,,,0.75,0,0.75,0,0,0,0.75
0055,2020,2020全年,,'20/11/20,17.9,'21/02/25,62.0,'20/12/21,,,,,0.65,0,0.65,0,0,0,0.65
0055,2019,2019全年,,'19/11/22,18.8,'21/03/29,326.0,'19/12/23,,,,,0.7,0,0.7,0,0,0,0.7
0055,2018,2018全年,,'18/11/22,17.3,'19/05/02,103.0,'18/12/25,,,,,0.65,0,0.65,0,0,0,0.65
0055,2017,2017全年,,'17/11/23,16.3,'18/01/08,32.0,'17/12/27,,,,,0.5,0,0.5,0,0,0,0.5
0055,2016,2016全年,,'16/11/23,14.0,'16/11/25,3.0,'16/12/27,,,,,0.45,0,0.45,0,0,0,0.45
0055,2015,2015全年,,'15/11/24,13.8,'16/11/14,238.0,'15/12/28,,,,,0.45,0,0.45,0,0,0,0.45
0055,2014,2014全年,,'14/11/25,14.9,'15/04/09,88.0,'14/12/29,,,,,0.4,0,0.4,0,0,0,0.4
0055,2013,2013全年,,'13/11/25,13.6,'13/12/11,13.0,'13/12/27,,,,,0.35,0,0.35,0,0,0,0.35
0055,2012,2012全年,,'12/11/22,10.2,'12/11/23,2.0,'12/12/25,,,,,0.25,0,0.25,0,0,0,0.25
0055,2011,2011全年,,'11/11/23,10.5,'11/12/01,7.0,'11/12/27,,,,,0.3,0,0.3,0,0,0,0.3
0055,2010,2010全年,,'10/11/23,12.2,'10/12/01,7.0,'10/12/27,,,,,0.4,0,0.4,0,0,0,0.4
0055,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0055,2008,2008全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0056,2025,2025Q1,,'25/01/17,35.3,,,'25/02/20  即將發放,,,,,1.07,0,1.07,0,0,0,1.07
0056,2024,2024Q4,,'24/10/17,38,,,'24/11/12,,,,,1.07,0,1.07,0,0,0,1.07
0056,2024,2024Q3,,'24/07/16,41.3,,,'24/08/09,,,,,1.07,0,1.07,0,0,0,1.07
0056,2024,2024Q2,,'24/04/18,38.2,'24/05/07,13,'24/05/15,,,,,0.79,0,0.79,0,0,0,0.79
0056,2024,2024Q1,,'24/01/17,35.7,'24/01/25,7,'24/02/21,,,,,0.7,0,0.7,0,0,0,0.7
0056,2023,2023Q4,,'23/10/19,33.7,'23/11/15,20,'23/11/14,,,,,1.2,0,1.2,0,0,0,1.2
0056,2023,2023Q3,,'23/07/18,34.9,'23/07/24,5,'23/08/11,,,,,1,0,1,0,0,0,1
0056,2022,2022全年,,'22/10/19,23.7,'22/12/01,32,'22/11/22,,,,,2.1,0,2.1,0,0,0,2.1
0056,2021,2021全年,,'21/10/22,30.6,'21/11/08,12,'21/11/25,,,,,1.8,0,1.8,0,0,0,1.8
0056,2020,2020全年,,'20/10/28,28.1,'20/12/04,28,'20/12/01,,,,,1.6,0,1.6,0,0,0,1.6
0056,2019,2019全年,,'19/10/23,27.2,'19/12/30,49,'19/11/26,,,,,1.8,0,1.8,0,0,0,1.8
0056,2018,2018全年,,'18/10/23,24.4,'19/02/21,80,'18/11/27,,,,,1.45,0,1.45,0,0,0,1.45
0056,2017,2017全年,,'17/10/30,25.4,'18/01/23,61,'17/12/04,,,,,0.95,0,0.95,0,0,0,0.95
0056,2016,2016全年,,'16/10/26,24,'17/06/21,159,'16/11/28,,,,,1.3,0,1.3,0,0,0,1.3
0056,2015,2015全年,,'15/10/26,21.6,'16/03/01,84,'15/11/26,,,,,1,0,1,0,0,0,1
0056,2014,2014全年,,'14/10/24,23,'14/12/05,31,'14/11/27,,,,,1,0,1,0,0,0,1
0056,2013,2013全年,,'13/10/24,23.3,'14/04/16,116,'13/11/27,,,,,0.85,0,0.85,0,0,0,0.85
0056,2012,2012全年,,'12/10/24,23.1,'13/05/09,131,'12/11/27,,,,,1.3,0,1.3,0,0,0,1.3
0056,2011,2011全年,,'11/10/26,23,'12/02/16,76,'11/11/29,,,,,2.2,0,2.2,0,0,0,2.2
0056,2010,2009全年,,,,,,,,,,,0,0,0,0,0,0,0
0056,2009,2009全年,,'09/10/23,21.6,'10/01/04,51,'09/11/26,,,,,2,0,2,0,0,0,2
0056,2008,2008全年,,,,,,,,,,,0,0,0,0,0,0,0
0057,2024,2024全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2023,2023全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2022,2022全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2021,2020全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2020,2019全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2019,2018全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2018,2017全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2017,2016全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2016,2016全年,,'16/08/02,41.4,'16/10/25,57.0,'16/09/01,,,,,1.68,0,1.68,0,0,0,1.68
0057,2015,2015全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2014,2014全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2013,2013全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2012,2012全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2011,2011全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2010,2010全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0057,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2019,2018全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2018,2017全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2017,2016全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2016,2015全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2015,2014全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2014,2013全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2013,2012全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2012,2012全年,,'12/05/07,30.5,,,'12/06/05,,,,,2.0,0,2.0,0,0,0,2.0
0058,2011,2010全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0058,2010,2010全年,,'10/05/03,30.3,,,'10/06/03,,,,,2.2,0,2.2,0,0,0,2.2
0058,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2019,2018全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2018,2017全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2017,2016全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2016,2015全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2015,2014全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2014,2013全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2013,2012全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2012,2012全年,,'12/05/07,23.2,,,'12/06/05,,,,,1.39,0,1.39,0,0,0,1.39
0059,2011,2011全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2010,2010全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0059,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0060,2016,2015全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0060,2015,2015全年,,'15/11/24,29.1,,,'15/12/28,,,,,0.8,0,0.8,0,0,0,0.8
0060,2014,2014全年,,'14/11/25,31.5,,,'14/12/29,,,,,0.65,0,0.65,0,0,0,0.65
0060,2013,2013全年,,'13/11/25,30.5,,,'13/12/27,,,,,1.0,0,1.0,0,0,0,1.0
0060,2012,2012全年,,'12/11/22,24.8,,,'12/12/25,,,,,0.5,0,0.5,0,0,0,0.5
0060,2011,2011全年,,'11/11/23,25.8,,,'11/12/27,,,,,1.3,0,1.3,0,0,0,1.3
0060,2010,2010全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0060,2009,2009全年,,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
0061,2024,2024全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2023,2023全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2022,2022全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2021,2021全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2020,2020全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2019,2019全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2018,2018全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2017,2017全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2016,2016全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2015,2015全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2014,2014全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2013,2013全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2012,2012全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2011,2011全年,,,,,,,,,,,0,0,0,0,0,0,0
0061,2010,2010全年,,,,,,,,,,,0,0,0,0,0,0,0
006201,2024,2024全年,,'24/11/18,22.4,,,,,,,,0.75,0,0.75,0,0,0,0.75
006201,2023,2023全年,,'23/11/16,18.8,'23/11/30,11.0,,,,,,0.65,0,0.65,0,0,0,0.65
006201,2022,2022全年,,'22/11/16,15.7,'22/11/25,8.0,,,,,,0.62,0,0.62,0,0,0,0.62
006201,2021,2021全年,,'21/11/19,22.9,'21/12/24,26.0,,,,,,0.6,0,0.6,0,0,0,0.6
006201,2020,2020全年,,'20/11/20,16.0,'20/11/30,7.0,,,,,,0.38,0,0.38,0,0,0,0.38
006201,2019,2019全年,,'19/11/22,13.5,'19/12/12,15.0,,,,,,0.45,0,0.45,0,0,0,0.45
006201,2018,2018全年,,'18/11/22,10.5,'18/11/28,5.0,,,,,,0.3,0,0.3,0,0,0,0.3
006201,2017,2017全年,,'17/11/23,14.8,'18/01/23,43.0,,,,,,0.35,0,0.35,0,0,0,0.35
006201,2016,2016全年,,'16/11/23,10.8,'16/11/30,6.0,,,,,,0.25,0,0.25,0,0,0,0.25
006201,2015,2015全年,,'15/11/24,11.4,'15/12/07,10.0,,,,,,0.25,0,0.25,0,0,0,0.25
006201,2014,2014全年,,'14/11/25,11.8,'14/12/03,7.0,,,,,,0.25,0,0.25,0,0,0,0.25
006201,2013,2013全年,,'13/11/25,11.5,'13/11/28,4.0,,,,,,0.3,0,0.3,0,0,0,0.3
006201,2012,2012全年,,'12/11/22,9.32,'12/11/23,2.0,,,,,,0.25,0,0.25,0,0,0,0.25
006201,2011,2011全年,,'11/11/23,9.59,'11/12/01,7.0,,,,,,0.25,0,0.25,0,0,0,0.25
006203,2025,2025上半年,,'25/01/17,91.2,'25/01/22,4,'25/02/20  即將發放,,,,,1.9,0,1.9,0,0,0,1.9
006203,2024,2024下半年,,'24/07/16,92,'24/07/16,1,'24/08/09,,,,,0.9,0,0.9,0,0,0,0.9
006203,2024,2024上半年,,'24/01/17,62.7,'24/01/22,4,'24/02/21,,,,,1.8,0,1.8,0,0,0,1.8
006203,2023,2023下半年,,'23/07/18,63.6,'23/12/14,104,'23/08/11,,,,,0.9,0,0.9,0,0,0,0.9
006203,2023,2023上半年,,'23/01/30,55.8,'23/01/30,1,'23/03/02,,,,,1.23,0,1.23,0,0,0,1.23
006203,2022,2022下半年,,'22/07/18,55.3,'22/07/22,5,'22/08/16,,,,,0.83,0,0.83,0,0,0,0.83
006203,2022,2022上半年,,'22/01/21,69,'24/03/04,508,'22/03/02,,,,,1.4,0,1.4,0,0,0,1.4
006203,2021,2021下半年,,'21/07/21,65.5,'21/07/21,1,'21/08/19,,,,,0.19,0,0.19,0,0,0,0.19
006203,2021,2021上半年,,'21/01/22,64.8,'21/04/26,57,'21/03/04,,,,,1.15,0,1.15,0,0,0,1.15
006203,2020,2020下半年,,'20/07/21,45.4,'20/07/21,1,'20/08/19,,,,,0.28,0,0.28,0,0,0,0.28
006203,2020,2020上半年,,'20/01/31,42.1,'20/02/13,10,'20/03/03,,,,,1.4,0,1.4,0,0,0,1.4
006203,2019,2019下半年,,'19/07/19,38.6,'19/07/22,2,'19/08/19,,,,,0.4,0,0.4,0,0,0,0.4
006203,2019,2019上半年,,'19/01/22,34.4,'19/02/19,14,'19/03/08,,,,,0.85,0,0.85,0,0,0,0.85
006203,2018,2018下半年,,'18/07/23,38.8,'18/07/25,3,'18/08/27,,,,,0.35,0,0.35,0,0,0,0.35
006203,2018,2018上半年,,'18/01/18,39.3,'18/01/18,1,'18/03/13,,,,,0.8,0,0.8,0,0,0,0.8
006203,2017,2017下半年,,'17/07/31,37.8,'17/08/07,6,'17/08/31,,,,,0.3,0,0.3,0,0,0,0.3
006203,2017,2017上半年,,'17/02/08,33.3,'17/02/15,6,'17/03/14,,,,,0.7,0,0.7,0,0,0,0.7
006203,2016,2016下半年,,'16/07/28,32.2,'16/08/08,8,'16/08/30,,,,,0.3,0,0.3,0,0,0,0.3
006203,2015,2015全年,,'15/11/24,29.4,'15/12/11,14,'15/12/28,,,,,1,0,1,0,0,0,1
006203,2014,2014全年,,'14/11/25,31.9,'15/01/23,43,'14/12/29,,,,,0.75,0,0.75,0,0,0,0.75
006203,2013,2013全年,,'13/11/25,26.7,'13/11/28,4,'13/12/27,,,,,0.85,0,0.85,0,0,0,0.85
006203,2012,2012全年,,'12/11/22,24.2,'12/11/26,3,'12/12/25,,,,,0.7,0,0.7,0,0,0,0.7
006203,2011,2011全年,,'11/11/23,23.6,'12/01/13,38,'11/12/27,,,,,0.8,0,0.8,0,0,0,0.8
006204,2024,2024全年,,'24/10/24,117.0,'24/10/28,3,'24/11/19,,,,,0.7,0,0.7,0,0,0,0.7
006204,2023,2023全年,,'23/10/19,82.4,'23/11/21,24,'23/11/17,,,,,3.96,0,3.96,0,0,0,3.96
006204,2022,2022全年,,'22/10/19,65.4,'22/11/11,18,'22/11/21,,,,,2.68,0,2.68,0,0,0,2.68
006204,2021,2021全年,,'21/10/19,85.8,'21/12/29,52,'21/11/19,,,,,5.3,0,5.3,0,0,0,5.3
006204,2020,2020全年,,'20/10/23,63.8,'20/11/06,11,'20/11/23,,,,,0.76,0,0.76,0,0,0,0.76
006204,2019,2019全年,,'19/10/29,56.8,'19/11/06,7,'19/11/27,,,,,1.52,0,1.52,0,0,0,1.52
006204,2018,2018全年,,'18/10/30,47.0,'18/11/01,3,'18/11/20,,,,,1.94,0,1.94,0,0,0,1.94
006204,2017,2017全年,,'17/10/31,53.8,'18/01/22,59,'17/11/21,,,,,1.7,0,1.7,0,0,0,1.7
006204,2016,2016全年,,'16/10/27,46.7,'17/03/07,86,'16/11/21,,,,,1.58,0,1.58,0,0,0,1.58
006204,2015,2015全年,,'15/10/27,43.7,'16/07/19,178,'15/11/23,,,,,1.55,0,1.55,0,0,0,1.55
006204,2014,2014全年,,'14/10/24,43.5,'14/10/29,4,'14/11/21,,,,,0.72,0,0.72,0,0,0,0.72
006204,2013,2013全年,,'13/10/25,42.1,'13/11/06,9,'13/11/22,,,,,0.9,0,0.9,0,0,0,0.9
