股票代號,股利發放年度,股利盈餘所屬期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費天數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費天數,現金股利(盈餘),現金股利(公積),總現金股利,股票股利(盈餘),股票股利(公積),總股票股利,總股利合計
1423,2007,2006全年,'07/06/21,,,,,,,,,,0,0,0,0,0,0,0
1423,2006,2005全年,'06/06/21,,,,,,,,,,0,0,0,0,0,0,0
1423,2005,2004全年,'05/06/07,,,,,,,,,,0,0,0,0,0,0,0
1423,2004,2003全年,'04/06/08,,,,,,,,,,0,0,0,0,0,0,0
1423,2003,2002全年,'03/05/19,'03/06/12,7.4,'03/06/16,3,,,,,,0.5,0,0.5,0,0,0,0.5
1423,2002,2001全年,'02/05/29,,,,,,,,,,0,0,0,0,0,0,0
1423,2001,2000全年,'01/04/25,,,,,,,,,,0,0,0,0,0,0,0
1423,2000,1999全年,'00/04/26,,,,,,,,,,0,0,0,0,0,0,0
1423,1999,1998全年,'99/04/28,,,,,,,,,,0,0,0,0,0,0,0
1423,1998,1997全年,'98/04/30,,,,,,,,,,0,0,0,0,0,0,0
1423,1997,1996全年,'97/05/30,,,,,,,,,,0,0,0,0,0,0,0
1423,1996,1995全年,'96/04/19,,,,,,,,,,0,0,0,0,0,0,0
1423,1995,1994全年,,,,,,,,,,,0,0,0,0.9,0.1,1,1
1423,1994,1993全年,'94/04/21,,,,,,'94/06/16,38.2,'94/08/09,43,0,0,0,0.27,0.23,0.5,0.5
1423,1993,1992全年,'93/04/23,,,,,,'93/07/08,29.8,'93/07/10,3,0,0,0,1,0,1,1
1423,1992,1991全年,'92/04/10,,,,,,'92/08/06,51.2,,,0,0,0,1.3,0.57,1.87,1.87
1423,1991,1990全年,'91/04/25,,,,,,,,,,0,0,0,0,0,0,0
1423,1990,1989全年,'90/04/26,,,,,,,,,,0,0,0,0,0,0,0
1423,1989,1988全年,,,,,,,,,,,0,0,0,2.8,0,2.8,2.8
1423,1988,1987全年,,,,,,,,,,,0,0,0,2.85,0.15,3,3
1423,1987,1986全年,,,,,,,,,,,0,0,0,2.05,0,2.05,2.05
1423,1986,1985全年,,,,,,,,,,,0,0,0,1.7,0,1.7,1.7
1423,1985,1984全年,,,,,,,,,,,0,0,0,2.05,0,2.05,2.05
1423,1984,1983全年,,,,,,,,,,,0.87,0,0.87,1.88,0,1.88,2.75
1432,2024,2023全年,'24/05/31,,,,,,,,,,0,0,0,0,0,0,0
1432,2023,2022全年,'23/05/31,,,,,,,,,,0,0,0,0,0,0,0
1432,2022,2021全年,'22/06/01,,,,,,,,,,0,0,0,0,0,0,0
1432,2021,2020全年,'21/06/29,,,,,,,,,,0,0,0,0,0,0,0
1432,2020,2019全年,'20/10/28,'20/11/16,17.6,'23/03/08,561,'20/12/04,,,,,0,4,4,0,0,0,4
1432,2019,2018全年,'19/06/25,,,,,,,,,,0,0,0,0,0,0,0
1432,2018,2017全年,'18/06/22,,,,,,,,,,0,0,0,0,0,0,0
1432,2017,2016全年,'17/06/20,,,,,,,,,,0,0,0,0,0,0,0
1432,2016,2015全年,'16/06/14,,,,,,,,,,0,0,0,0,0,0,0
1432,2015,2014全年,'15/06/17,,,,,,,,,,0,0,0,0,0,0,0
1432,2014,2013全年,'14/06/20,,,,,,,,,,0,0,0,0,0,0,0
1432,2013,2012全年,'13/05/31,,,,,,'13/08/27,27.4,,,0,0,0,4,0,4,4
1432,2012,2011全年,'12/06/19,,,,,,,,,,0,0,0,0,0,0,0
1432,2011,2010全年,'11/06/09,,,,,,,,,,0,0,0,0,0,0,0
1432,2010,2009全年,'10/06/25,,,,,,,,,,0,0,0,0,0,0,0
1432,2009,2008全年,'09/06/16,,,,,,,,,,0,0,0,0,0,0,0
1432,2008,2007全年,'08/06/13,,,,,,,,,,0,0,0,0,0,0,0
1432,2007,2006全年,'07/06/15,,,,,,,,,,0,0,0,0,0,0,0
1432,2006,2005全年,'06/06/23,,,,,,,,,,0,0,0,0,0,0,0
1432,2005,2004全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,2004,2003全年,'04/06/25,,,,,,,,,,0,0,0,0,0,0,0
1432,2003,2002全年,'03/06/26,,,,,,,,,,0,0,0,0,0,0,0
1432,2002,2001全年,'02/06/25,,,,,,,,,,0,0,0,0,0,0,0
1432,2001,2000全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,1999,1998全年,,,,,,,,,,,0,0,0,0.3,1.5,1.8,1.8
1432,1998,1997全年,'98/06/12,,,,,,,,,,0,0,0,0,0,0,0
1432,1997,1996全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,1996,1995全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,1995,1994全年,,,,,,,,,,,0,0,0,0,0,0,0
1432,1994,1993全年,'94/06/08,,,,,,,,,,0,0,0,0,0,0,0
1432,1993,1992全年,'93/05/21,,,,,,,,,,0,0,0,0,0,0,0
1432,1992,1991全年,'92/04/23,,,,,,'92/07/24,,'98/03/13,1608,0,0,0,1,0,1,1
1432,1991,1990全年,'91/05/28,,,,,,'91/11/21,,'92/01/14,40,0,0,0,1.4,0,1.4,1.4
1432,1988,1987全年,,,,,,,,,,,0.5,0,0.5,1.3,0.2,1.5,2
1432,1987,1986全年,,,,,,,,,,,0.5,0,0.5,0.9,0,0.9,1.4
1432,1986,1985全年,,,,,,,,,,,0,0,0,0.7,0,0.7,0.7
1432,1985,1984全年,,,,,,,,,,,0.8,0,0.8,1.8,0.2,2,2.8
1432,1984,1983全年,,,,,,,,,,,0.9,0,0.9,0.9,0.5,1.4,2.3
1434,2024,2023全年,'24/06/21,'24/07/31,22.2,,,'24/08/30,,,,,0.26,0.24,0.5,0,0,0,0.5
1434,2023,2022全年,,'23/07/18,26.2,,,'23/08/18,,,,,1.5,0,1.5,0,0,0,1.5
1434,2022,2021全年,'22/06/24,'22/07/26,25.5,'22/08/08,10,'22/08/25,,,,,1,0,1,0,0,0,1
1434,2021,2020全年,'21/06/25,'21/08/03,31.4,,,'21/09/07,,,,,1,0,1,0,0,0,1
1434,2020,2019全年,'20/06/19,'20/07/13,33.8,,,'20/08/14,,,,,2.5,0,2.5,0,0,0,2.5
1434,2019,2018全年,'19/06/20,'19/07/17,37.3,'20/06/09,218,'19/08/20,,,,,2.1,0,2.1,0,0,0,2.1
1434,2018,2017全年,'18/06/22,'18/07/18,31.8,'18/08/24,28,'18/08/22,,,,,1.9,0,1.9,0,0,0,1.9
1434,2017,2016全年,'17/06/23,'17/07/24,30.2,'17/10/13,58,'17/08/23,,,,,1.5,0,1.5,0,0,0,1.5
1434,2016,2015全年,'16/06/24,'16/07/26,30.3,'16/08/31,27,'16/08/19,,,,,1.2,0,1.2,0,0,0,1.2
1434,2015,2014全年,'15/06/26,'15/07/29,29.4,'15/09/10,32,'15/08/21,,,,,1.4,0,1.4,0,0,0,1.4
1434,2014,2013全年,'14/06/26,'14/07/29,33.8,'15/02/25,143,'14/08/20,,,,,1,0,1,0,0,0,1
1434,2013,2012全年,'13/06/27,'13/07/26,28.4,'13/10/01,46,,,,,,1,0,1,0,0,0,1
1434,2012,2011全年,'12/06/26,'12/07/26,24.9,'12/07/31,4,,,,,,1.2,0,1.2,0,0,0,1.2
1434,2011,2010全年,'11/06/28,'11/07/28,32,'13/10/03,544,,,,,,2,0,2,0,0,0,2
1434,2010,2009全年,'10/06/29,'10/07/29,24.1,'10/08/03,4,,,,,,0.8,0,0.8,0,0,0,0.8
1434,2009,2008全年,'09/06/26,'09/07/20,21.3,'09/10/12,60,,,,,,1.5,0,1.5,0,0,0,1.5
1434,2008,2007全年,'08/06/27,'08/07/22,23.6,'10/01/07,369,,,,,,3.2,0,3.2,0,0,0,3.2
1434,2007,2006全年,'07/06/28,'07/07/17,37.6,'07/07/25,7,,,,,,1.4,0,1.4,0,0,0,1.4
1434,2006,2005全年,'06/06/29,'06/08/09,15.4,'06/09/11,24,,'06/08/09,15.4,'06/09/11,24,1,0,1,0.2,0,0.2,1.2
1434,2005,2004全年,'05/06/17,'05/07/28,14.8,'05/11/29,86,,'05/07/28,14.8,'05/11/29,86,0.8,0,0.8,0.2,0,0.2,1
1434,2004,2003全年,'04/06/11,'04/07/20,13.3,'04/08/31,29,,'04/07/20,13.3,'04/08/31,29,0.6,0,0.6,0.2,0,0.2,0.8
1434,2003,2002全年,'03/06/13,'03/07/03,13.6,'03/10/14,72,,'03/08/07,13,'03/08/13,5,0.7,0,0.7,0.3,0,0.3,1
1434,2002,2001全年,'02/06/14,'02/07/04,13.8,'02/07/04,1,,'02/08/08,13.9,'02/11/13,68,0.4,0,0.4,0.4,0,0.4,0.8
1434,2001,2000全年,'01/05/24,'01/06/13,12.5,'02/01/10,144,,'01/07/17,9.62,'01/08/16,22,0.6,0,0.6,0.6,0,0.6,1.2
1434,2000,1999全年,'00/06/02,'00/06/22,21.6,'00/06/22,1,,'00/08/09,21.7,'06/11/24,1571,0.6,0,0.6,0.5,0,0.5,1.1
1434,1999,1998全年,'99/06/03,'99/06/23,21.9,'99/06/23,1,,'99/08/05,18.5,'99/08/13,8,0.4,0,0.4,0.4,0,0.4,0.8
1434,1998,1997全年,'98/05/15,'98/06/02,22.6,'98/06/02,1,,'98/07/21,20.5,'98/12/02,104,0.4,0,0.4,0.69,0.01,0.7,1.1
1434,1997,1996全年,'97/05/13,'97/05/28,32.4,'97/05/28,1,,'97/07/18,31.1,'97/07/21,3,0.4,0,0.4,0.68,0.02,0.7,1.1
1434,1996,1995全年,'96/05/13,'96/05/29,24.3,'96/05/29,1,,'96/08/22,25.3,'96/08/30,8,0.5,0,0.5,0.55,0.05,0.6,1.1
1434,1995,1994全年,'95/05/10,'95/05/26,26.2,'95/05/30,4,,'95/07/15,21.9,'96/03/22,198,0.4,0,0.4,1,0,1,1.4
1434,1994,1993全年,'94/04/28,'94/05/14,37.6,'94/05/18,4,,'94/07/20,30.6,'94/07/23,4,0.7,0,0.7,0.9,0,0.9,1.6
1434,1993,1992全年,'93/05/07,'93/05/30,26.3,'93/05/31,,,'93/07/28,24,'93/11/02,79,1,0,1,0.5,0,0.5,1.5
1434,1992,1991全年,'92/05/04,'92/05/20,37.5,'93/12/13,451,,'92/08/06,30.7,'93/04/07,183,1.2,0,1.2,1.1,0,1.1,2.3
1434,1991,1990全年,'91/05/02,'91/05/15,50,'91/06/08,22,,'91/08/10,42.5,,,1,0,1,1.1,0,1.1,2.1
1434,1990,1989全年,'90/05/04,'90/04/03,89,,,,'90/08/11,40.5,,,1,0,1,1.6,0,1.6,2.6
1434,1989,1988全年,,,,,,,,,,,1,0,1,1.6,0,1.6,2.6
1434,1988,1987全年,,,,,,,,,,,1,0,1,2,0,2,3
1434,1987,1986全年,,,,,,,,,,,0.8,0,0.8,1.4,0,1.4,2.2
1434,1986,1985全年,,,,,,,,,,,1,0,1,1,0,1,2
1434,1985,1984全年,,,,,,,,,,,0,0,0,3.2,0,3.2,3.2
1434,1984,1983全年,,,,,,,,,,,0.5,0,0.5,3,0,3,3.5
1435,2024,2023全年,'24/06/15,,,,,,,,,,0,0,0,0,0,0,0
1435,2023,2022全年,'23/06/01,,,,,,,,,,0,0,0,0,0,0,0
1435,2022,2021全年,'22/06/30,,,,,,,,,,0,0,0,0,0,0,0
1435,2021,2020全年,'21/06/22,,,,,,,,,,0,0,0,0,0,0,0
1435,2020,2019全年,'20/06/22,,,,,,,,,,0,0,0,0,0,0,0
1435,2019,2018全年,'19/06/21,,,,,,,,,,0,0,0,0,0,0,0
1435,2018,2017全年,'18/06/21,,,,,,,,,,0,0,0,0,0,0,0
1435,2017,2016全年,'17/06/23,,,,,,,,,,0,0,0,0,0,0,0
1435,2016,2015全年,'16/06/23,,,,,,,,,,0,0,0,0,0,0,0
1435,2015,2014全年,'15/06/23,,,,,,,,,,0,0,0,0,0,0,0
1435,2014,2013全年,'14/06/24,,,,,,,,,,0,0,0,0,0,0,0
1435,2013,2012全年,'13/06/26,,,,,,,,,,0,0,0,0,0,0,0
1435,2012,2011全年,'12/06/27,,,,,,,,,,0,0,0,0,0,0,0
1435,2011,2010全年,'11/06/24,,,,,,,,,,0,0,0,0,0,0,0
1435,2010,2009全年,'10/06/25,,,,,,,,,,0,0,0,0,0,0,0
1435,2009,2008全年,'09/06/26,,,,,,,,,,0,0,0,0,0,0,0
1435,2008,2007全年,'08/08/29,,,,,,,,,,0,0,0,0,0,0,0
1435,2007,2006全年,'07/06/28,,,,,,,,,,0,0,0,0,0,0,0
1435,2006,2005全年,'06/05/22,,,,,,,,,,0,0,0,0,0,0,0
1435,2005,2004全年,'05/06/30,,,,,,,,,,0,0,0,0,0,0,0
1435,2004,2003全年,'04/06/30,,,,,,,,,,0,0,0,0,0,0,0
1435,2003,2002全年,'03/06/30,,,,,,,,,,0,0,0,0,0,0,0
1435,2002,2001全年,'02/06/25,,,,,,,,,,0,0,0,0,0,0,0
1435,2001,2000全年,'01/06/15,,,,,,,,,,0,0,0,0,0,0,0
1435,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1435,1999,1998全年,'99/06/25,,,,,,,,,,0,0,0,0,0,0,0
1435,1998,1997全年,'98/06/18,,,,,,'98/08/20,,'20/11/03,5539,0,0,0,1.1,0,1.1,1.1
1435,1997,1996全年,'97/06/12,,,,,,,,,,0,0,0,0,0,0,0
1435,1996,1995全年,'96/06/13,,,,,,,,,,0,0,0,0,0,0,0
1435,1995,1994全年,'95/05/25,,,,,,'95/07/22,14.6,'95/07/28,6,0,0,0,0.6,0,0.6,0.6
1435,1994,1993全年,'94/05/14,,,,,,,,,,0,0,0,0,0,0,0
1435,1993,1992全年,'93/05/22,,,,,,,,,,0,0,0,0,0,0,0
1435,1992,1991全年,'92/06/27,,,,,,,,,,0,0,0,0,0,0,0
1435,1991,1990全年,'91/06/15,,,,,,'91/10/22,25.1,'91/11/06,11,0,0,0,0,0.8,0.8,0.8
1435,1990,1989全年,'90/05/30,,,,,,'90/09/24,19,,,0,0,0,1.5,0,1.5,1.5
1435,1989,1988全年,,,,,,,,,,,0,0,0,2.5,0,2.5,2.5
1435,1988,1987全年,,,,,,,,,,,0,0,0,3,0,3,3
1435,1987,1986全年,,,,,,,,,,,0,0,0,8,0,8,8
1436,2024,2023全年,'24/06/19,'24/07/26,162,'24/08/19,17,'24/08/16,'24/07/26,162,'24/08/19,17,5.63,0,5.63,0.94,0,0.94,6.56
1436,2023,2022全年,,'23/07/25,63.5,'23/11/01,68,'23/08/17,,,,,5.14,0,5.14,0,0,0,5.14
1436,2022,2021全年,'22/06/23,'22/07/26,57.7,'23/06/20,219,'22/08/19,,,,,4.15,0,4.15,0,0,0,4.15
1436,2021,2020全年,'21/06/17,'21/08/02,38.9,'21/08/11,8,'21/08/26,,,,,2,0,2,0,0,0,2
1436,2020,2019全年,'20/06/18,'20/07/20,37.4,'20/11/23,88,'20/08/13,,,,,2.5,0,2.5,0,0,0,2.5
1436,2019,2018全年,'19/06/21,'19/08/29,32.9,'20/01/07,89,'19/09/19,'19/08/29,32.9,'20/01/07,89,2,0,2,2,0,2,4
1436,2018,2017全年,'18/06/21,'18/09/03,37,'19/03/26,135,'18/09/17,'18/09/03,37,'19/03/26,135,2.5,0,2.5,0.5,0,0.5,3
1436,2017,2016全年,'17/06/22,'17/08/28,37,'17/08/28,1,'17/09/21,,,,,1,0,1,0,0,0,1
1436,2016,2015全年,'16/06/24,,,,,,'16/08/22,37.1,'16/09/12,17,0,0,0,1,0,1,1
1436,2015,2014全年,'15/06/02,'15/08/24,39.4,'21/09/07,1480,'15/10/16,'15/08/24,39.4,'21/09/07,1480,1.5,0,1.5,1.5,0,1.5,3
1436,2014,2013全年,'14/06/11,,,,,,,,,,0,0,0,0,0,0,0
1436,2013,2012全年,'13/06/10,,,,,,,,,,0,0,0,0,0,0,0
1436,2012,2011全年,'12/05/24,,,,,,,,,,0,0,0,0,0,0,0
1436,2011,2010全年,'11/05/30,'11/07/05,9.07,'11/07/05,1,,'11/09/08,12.6,'11/09/08,1,0.17,0,0.17,0.02,0,0.02,0.19
1436,2010,2009全年,'10/06/29,,,,,,,,,,0,0,0,0,0,0,0
1436,2009,2008全年,'09/06/16,,,,,,,,,,0,0,0,0,0,0,0
1436,2008,2007全年,'08/06/13,,,,,,,,,,0,0,0,0,0,0,0
1436,2007,2006全年,'07/06/13,,,,,,'07/08/23,10.7,'07/10/03,28,0,0,0,0,1,1,1
1436,2006,2005全年,'06/06/14,,,,,,,,,,0,0,0,0,0,0,0
1436,2005,2004全年,'05/06/14,,,,,,,,,,0,0,0,0,0,0,0
1436,2004,2003全年,'04/06/07,,,,,,,,,,0,0,0,0,0,0,0
1436,2003,2002全年,'03/06/16,'03/09/08,8,'04/02/02,97,,'03/09/08,8,'04/02/02,97,0.5,0,0.5,0,1,1,1.5
1436,2002,2001全年,'02/06/24,,,,,,,,,,0,0,0,0,0,0,0
1436,2001,2000全年,'01/06/11,,,,,,,,,,0,0,0,0,0,0,0
1436,2000,1999全年,'00/06/12,,,,,,,,,,0,0,0,0,0,0,0
1436,1999,1998全年,'99/05/24,,,,,,,,,,0,0,0,0,0,0,0
1436,1998,1997全年,'98/06/08,,,,,,,,,,0,0,0,0,1,1,1
1436,1997,1996全年,'97/04/28,,,,,,'97/06/25,,'97/06/25,1,0,0,0,0,1,1,1
1436,1996,1995全年,'96/04/29,,,,,,'96/06/18,,'96/06/18,1,0,0,0,0,1,1,1
1436,1995,1994全年,'95/05/22,,,,,,,,,,0,0,0,0,0,0,0
1436,1994,1993全年,'94/05/30,,,,,,,,,,0,0,0,0,0,0,0
1436,1993,1992全年,'93/06/28,,,,,,,,,,0,0,0,0,0,0,0
1436,1992,1991全年,'92/04/30,,,,,,,,,,0,0,0,0,1,1,1
1436,1991,1990全年,'91/05/18,,,,,,,,,,0,0,0,0,0,0,0
1436,1990,1989全年,,,,,,,,,,,0,0,0,0,1,1,1
1436,1989,1988全年,,,,,,,,,,,0,0,0,0.5,1.5,2,2
1436,1988,1987全年,,,,,,,,,,,0,0,0,2.2,0,2.2,2.2
1436,1987,1986全年,,,,,,,,,,,0,0,0,2.3,0.7,3,3
1437,2024,2023全年,,'24/06/27,36.8,'24/06/27,1,'24/07/31,,,,,1.13,0,1.13,0,0,0,1.13
1437,2023,2022全年,,'23/06/27,28.2,'23/08/07,29,'23/07/28,,,,,0.8,0,0.8,0,0,0,0.8
1437,2022,2021全年,,'22/06/27,24,'22/08/04,29,'22/07/28,,,,,0.9,0,0.9,0,0,0,0.9
1437,2021,2020全年,,'21/06/29,25,'21/11/16,98,'21/07/30,,,,,0.7,0,0.7,0,0,0,0.7
1437,2020,2019全年,'20/06/12,'20/06/30,21.4,'20/07/08,7,'20/07/31,,,,,1.1,0,1.1,0,0,0,1.1
1437,2019,2018全年,'19/06/18,'19/07/03,20.6,'19/07/10,6,'19/07/31,,,,,0.5,0,0.5,0,0,0,0.5
1437,2018,2017全年,'18/06/12,'18/06/28,19.2,'19/05/17,217,'18/07/26,'18/07/26,18.4,'18/09/25,43,0.5,0,0.5,0.5,0,0.5,1
1437,2017,2016全年,'17/06/02,'17/06/29,17.6,'17/08/07,28,'17/07/28,,,,,0.25,0.25,0.5,0,0,0,0.5
1437,2016,2015全年,'16/06/21,,,,,,,,,,0,0,0,0,0,0,0
1437,2015,2014全年,'15/06/16,,,,,,,,,,0,0,0,0,0,0,0
1437,2014,2013全年,'14/06/18,,,,,,,,,,0,0,0,0,0,0,0
1437,2013,2012全年,'13/06/19,,,,,,,,,,0,0,0,0,0,0,0
1437,2012,2011全年,'12/06/19,,,,,,,,,,0,0,0,0,0,0,0
1437,2011,2010全年,'11/06/15,'11/07/12,18.3,'11/07/12,1,,,,,,0.15,0,0.15,0,0,0,0.15
1437,2010,2009全年,'10/06/17,,,,,,,,,,0,0,0,0,0,0,0
1437,2009,2008全年,'09/06/19,,,,,,,,,,0,0,0,0,0,0,0
1437,2008,2007全年,'08/06/13,'08/07/10,17.3,'08/07/10,1,,,,,,0.2,0,0.2,0,0,0,0.2
1437,2007,2006全年,'07/06/15,,,,,,,,,,0,0,0,0,0,0,0
1437,2006,2005全年,'06/06/14,,,,,,,,,,0,0,0,0,0,0,0
1437,2005,2004全年,'05/06/21,,,,,,,,,,0,0,0,0,0,0,0
1437,2004,2003全年,'04/06/15,,,,,,,,,,0,0,0,0,0,0,0
1437,2003,2002全年,'03/06/25,,,,,,,,,,0,0,0,0,0,0,0
1437,2002,2001全年,,,,,,,,,,,0,0,0,0,0,0,0
1437,2001,2000全年,,,,,,,,,,,0,0,0,0,0,0,0
1437,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1437,1999,1998全年,,,,,,,,,,,0,0,0,0,0,0,0
1437,1998,1997全年,'98/06/22,,,,,,'98/08/12,,'07/07/06,2255,0,0,0,0.65,0.25,0.9,0.9
1437,1997,1996全年,'97/06/10,,,,,,'97/08/06,43.1,'97/09/23,39,0,0,0,0.7,0.5,1.2,1.2
1437,1996,1995全年,'96/06/19,,,,,,,,,,0,0,0,0,0,0,0
1437,1995,1994全年,,,,,,,,,,,0,0,0,0,0,0,0
1437,1994,1993全年,'94/06/21,'94/09/19,,'94/09/21,,,,,,,0.2,0,0.2,0.3,0.7,1,1.2
1437,1993,1992全年,'93/06/21,,,,,,'94/02/22,162,,,0,0,0,0.9,1.1,2,2
1437,1992,1991全年,'92/06/16,'92/07/27,,'92/07/27,1,,,,,,0.4,0,0.4,0.8,0,0.8,1.2
1437,1991,1990全年,'91/06/18,,,,,,'91/08/20,65,'91/11/04,60,0,0,0,0,1,1,1
1437,1990,1989全年,'90/06/18,,,,,,'90/11/08,53.5,,,0,0,0,2,0,2,2
1437,1989,1988全年,,,,,,,,,,,0,0,0,3,0,3,3
1437,1988,1987全年,,,,,,,,,,,0,0,0,1.7,0,1.7,1.7
1437,1986,1985全年,,,,,,,,,,,0,0,0,1,0,1,1
1438,2024,2023全年,'24/06/26,,,,,,,,,,0,0,0,0,0,0,0
1438,2023,2022全年,'23/06/13,'23/09/11,29.6,'23/11/21,49,'23/09/28,,,,,1,0,1,0,0,0,1
1438,2022,2021全年,'22/06/21,,,,,,,,,,0,0,0,0,0,0,0
1438,2021,2020全年,'21/06/17,,,,,,,,,,0,0,0,0,0,0,0
1438,2020,2019全年,'20/06/11,,,,,,,,,,0,0,0,0,0,0,0
1438,2019,2018全年,'19/06/11,,,,,,,,,,0,0,0,0,0,0,0
1438,2018,2017全年,'18/06/27,,,,,,,,,,0,0,0,0,0,0,0
1438,2017,2016全年,'17/06/27,,,,,,,,,,0,0,0,0,0,0,0
1438,2016,2015全年,'16/06/27,,,,,,,,,,0,0,0,0,0,0,0
1438,2015,2014全年,'15/06/25,,,,,,,,,,0,0,0,0,0,0,0
1438,2014,2013全年,'14/06/25,,,,,,,,,,0,0,0,0,0,0,0
1438,2013,2012全年,'13/06/20,,,,,,,,,,0,0,0,0,0,0,0
1438,2012,2011全年,'12/06/21,,,,,,,,,,0,0,0,0,0,0,0
1438,2011,2010全年,'11/06/17,,,,,,,,,,0,0,0,0,0,0,0
1438,2010,2009全年,'10/06/09,,,,,,,,,,0,0,0,0,0,0,0
1438,2009,2008全年,'09/06/03,,,,,,,,,,0,0,0,0,0,0,0
1438,2008,2007全年,'08/06/06,,,,,,,,,,0,0,0,0,0,0,0
1438,2007,2006全年,'07/05/31,,,,,,,,,,0,0,0,0,0,0,0
1438,2006,2005全年,'06/05/08,,,,,,,,,,0,0,0,0,0,0,0
1438,2005,2004全年,'05/06/29,,,,,,,,,,0,0,0,0,0,0,0
1438,2004,2003全年,'04/06/28,,,,,,,,,,0,0,0,0,0,0,0
1438,2003,2002全年,'03/06/12,,,,,,,,,,0,0,0,0,0,0,0
1438,2002,2001全年,'02/06/28,,,,,,,,,,0,0,0,0,0,0,0
1438,2001,2000全年,'01/06/29,,,,,,,,,,0,0,0,0,0,0,0
1438,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1438,1999,1998全年,'99/06/24,,,,,,,,,,0,0,0,0,1,1,1
1438,1998,1997全年,'98/05/27,,,,,,,,,,0,0,0,0,1,1,1
1438,1997,1996全年,,,,,,,,,,,0,0,0,0,0,0,0
1438,1996,1995全年,,,,,,,,,,,0,0,0,0,0,0,0
1438,1995,1994全年,,,,,,,,,,,0,0,0,0,0.37,0.37,0.37
1438,1994,1993全年,'94/05/26,,,,,,,,,,0,0,0,0,0,0,0
1438,1993,1992全年,'93/05/26,,,,,,,,,,0,0,0,0,0,0,0
1438,1992,1991全年,'92/05/25,,,,,,,,,,0,0,0,0,0,0,0
1438,1991,1990全年,'91/05/08,,,,,,,,,,0,0,0,0,1,1,1
1438,1990,1989全年,'90/06/19,,,,,,,,,,0,0,0,0,0,0,0
1438,1989,1988全年,,,,,,,,,,,0,0,0,0,0.3,0.3,0.3
1439,2024,2023全年,,'24/08/07,28.8,'24/08/07,1,'24/09/09,,,,,0.3,0,0.3,0,0,0,0.3
1439,2023,2022全年,,'23/07/17,22.4,'23/07/18,2,'23/08/18,,,,,0.3,0,0.3,0,0,0,0.3
1439,2022,2021Q4,,'22/06/23,19.6,'22/06/23,1,'22/07/29,,,,,0.2,0,0.2,0,0,0,0.2
1439,2020,2019全年,'20/06/24,'20/08/27,34.8,,,'20/09/23,,,,,5,0,5,0,0,0,5
1439,2019,2018全年,'19/06/24,,,,,,,,,,0,0,0,0,0,0,0
1439,2018,2017全年,'18/06/08,,,,,,,,,,0,0,0,0,0,0,0
1439,2017,2016全年,'17/06/06,'17/06/30,22.3,'17/07/06,5,'17/07/27,,,,,0.5,0,0.5,0,0,0,0.5
1439,2016,2015全年,'16/06/29,'16/07/15,13.1,'16/07/19,3,'16/08/11,,,,,0.5,0,0.5,0,0,0,0.5
1439,2015,2014全年,'15/06/30,'15/07/16,13.4,'15/07/17,2,'15/08/12,,,,,0.5,0,0.5,0,0,0,0.5
1439,2014,2013全年,'14/06/11,'14/07/08,14,'14/07/28,14,,,,,,0.5,0,0.5,0,0,0,0.5
1439,2013,2012全年,'13/06/19,'13/07/05,14.3,'13/07/08,2,,,,,,0.5,0,0.5,0,0,0,0.5
1439,2012,2011全年,'12/06/15,'12/07/12,15.6,'12/07/16,3,,,,,,0.5,0,0.5,0,0,0,0.5
1439,2011,2010全年,'11/06/22,'11/07/19,37,'18/04/30,1671,,,,,,10,0,10,0,0,0,10
1439,2010,2009全年,'10/06/25,,,,,,,,,,0,0,0,0,0,0,0
1439,2009,2008全年,'09/06/19,,,,,,,,,,0,0,0,0,0,0,0
1439,2008,2007全年,'08/06/13,,,,,,,,,,0,0,0,0,0,0,0
1439,2007,2006全年,'07/06/13,,,,,,,,,,0,0,0,0,0,0,0
1439,2006,2005全年,'06/06/09,,,,,,,,,,0,0,0,0,0,0,0
1439,2005,2004全年,'05/06/14,'05/06/30,9.72,'05/06/30,1,,,,,,0.2,0,0.2,0,0,0,0.2
1439,2004,2003全年,'04/05/27,'04/06/15,9.1,'04/06/23,6,,,,,,0.2,0,0.2,0,0,0,0.2
1439,2003,2002全年,'03/04/15,'03/05/05,6.9,'03/05/05,1,,,,,,0.3,0,0.3,0,0,0,0.3
1439,2002,2001全年,'02/05/22,'02/06/10,9.45,'02/06/13,4,,,,,,0.6,0,0.6,0,0,0,0.6
1439,2001,2000全年,'01/05/08,'01/05/25,9.7,'01/05/25,1,,,,,,0.3,0,0.3,0,0,0,0.3
1439,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1439,1999,1998全年,'99/05/04,,,,,,,,,,0,0,0,0,0,0,0
1439,1998,1997全年,'98/05/05,,,,,,,,,,0,0,0,0,0,0,0
